segment_id,modalitet,label,subset,orig_file,start_sec,duration,out_path
seg_00016,rf,drone,train,data/rf\drone\rf_drone_outside.csv,12.0,1.0,segments\seg_00016\rf\rf_drone_outside.csv
seg_00017,rf,drone,train,data/rf\drone\rf_drone_outside.csv,13.0,1.0,segments\seg_00017\rf\rf_drone_outside.csv
seg_00018,rf,drone,train,data/rf\drone\rf_drone_outside.csv,14.0,1.0,segments\seg_00018\rf\rf_drone_outside.csv
seg_00019,rf,drone,train,data/rf\drone\rf_drone_outside.csv,15.0,1.0,segments\seg_00019\rf\rf_drone_outside.csv
seg_00020_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,15.0,1.0,segments\seg_00020_noise\rf\rf_drone_outside_noise.csv
seg_00021,rf,drone,train,data/rf\drone\rf_drone_outside.csv,16.0,1.0,segments\seg_00021\rf\rf_drone_outside.csv
seg_00022,rf,drone,train,data/rf\drone\rf_drone_outside.csv,17.0,1.0,segments\seg_00022\rf\rf_drone_outside.csv
seg_00023,rf,drone,train,data/rf\drone\rf_drone_outside.csv,18.0,1.0,segments\seg_00023\rf\rf_drone_outside.csv
seg_00024,rf,drone,train,data/rf\drone\rf_drone_outside.csv,19.0,1.0,segments\seg_00024\rf\rf_drone_outside.csv
seg_00025,rf,drone,train,data/rf\drone\rf_drone_outside.csv,20.0,1.0,segments\seg_00025\rf\rf_drone_outside.csv
seg_00026_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,20.0,1.0,segments\seg_00026_noise\rf\rf_drone_outside_noise.csv
seg_00027,rf,drone,train,data/rf\drone\rf_drone_outside.csv,21.0,1.0,segments\seg_00027\rf\rf_drone_outside.csv
seg_00028,rf,drone,train,data/rf\drone\rf_drone_outside.csv,22.0,1.0,segments\seg_00028\rf\rf_drone_outside.csv
seg_00029,rf,drone,train,data/rf\drone\rf_drone_outside.csv,23.0,1.0,segments\seg_00029\rf\rf_drone_outside.csv
seg_00030,rf,drone,train,data/rf\drone\rf_drone_outside.csv,24.0,1.0,segments\seg_00030\rf\rf_drone_outside.csv
seg_00031,rf,drone,train,data/rf\drone\rf_drone_outside.csv,25.0,1.0,segments\seg_00031\rf\rf_drone_outside.csv
seg_00032_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,25.0,1.0,segments\seg_00032_noise\rf\rf_drone_outside_noise.csv
seg_00033,rf,drone,train,data/rf\drone\rf_drone_outside.csv,26.0,1.0,segments\seg_00033\rf\rf_drone_outside.csv
seg_00034,rf,drone,train,data/rf\drone\rf_drone_outside.csv,27.0,1.0,segments\seg_00034\rf\rf_drone_outside.csv
seg_00035,rf,drone,train,data/rf\drone\rf_drone_outside.csv,28.0,1.0,segments\seg_00035\rf\rf_drone_outside.csv
seg_00036,rf,drone,train,data/rf\drone\rf_drone_outside.csv,29.0,1.0,segments\seg_00036\rf\rf_drone_outside.csv
seg_00037,rf,drone,train,data/rf\drone\rf_drone_outside.csv,30.0,1.0,segments\seg_00037\rf\rf_drone_outside.csv
seg_00038_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,30.0,1.0,segments\seg_00038_noise\rf\rf_drone_outside_noise.csv
seg_00039,rf,drone,train,data/rf\drone\rf_drone_outside.csv,31.0,1.0,segments\seg_00039\rf\rf_drone_outside.csv
seg_00040,rf,drone,train,data/rf\drone\rf_drone_outside.csv,32.0,1.0,segments\seg_00040\rf\rf_drone_outside.csv
seg_00041,rf,drone,train,data/rf\drone\rf_drone_outside.csv,33.0,1.0,segments\seg_00041\rf\rf_drone_outside.csv
seg_00042,rf,drone,train,data/rf\drone\rf_drone_outside.csv,34.0,1.0,segments\seg_00042\rf\rf_drone_outside.csv
seg_00043,rf,drone,train,data/rf\drone\rf_drone_outside.csv,35.0,1.0,segments\seg_00043\rf\rf_drone_outside.csv
seg_00044_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,35.0,1.0,segments\seg_00044_noise\rf\rf_drone_outside_noise.csv
seg_00045,rf,drone,train,data/rf\drone\rf_drone_outside.csv,36.0,1.0,segments\seg_00045\rf\rf_drone_outside.csv
seg_00046,rf,drone,train,data/rf\drone\rf_drone_outside.csv,37.0,1.0,segments\seg_00046\rf\rf_drone_outside.csv
seg_00047,rf,drone,train,data/rf\drone\rf_drone_outside.csv,38.0,1.0,segments\seg_00047\rf\rf_drone_outside.csv
seg_00048,rf,drone,train,data/rf\drone\rf_drone_outside.csv,39.0,1.0,segments\seg_00048\rf\rf_drone_outside.csv
seg_00049,rf,drone,train,data/rf\drone\rf_drone_outside.csv,40.0,1.0,segments\seg_00049\rf\rf_drone_outside.csv
seg_00050_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,40.0,1.0,segments\seg_00050_noise\rf\rf_drone_outside_noise.csv
seg_00051,rf,drone,train,data/rf\drone\rf_drone_outside.csv,41.0,1.0,segments\seg_00051\rf\rf_drone_outside.csv
seg_00052,rf,drone,train,data/rf\drone\rf_drone_outside.csv,42.0,1.0,segments\seg_00052\rf\rf_drone_outside.csv
seg_00053,rf,drone,train,data/rf\drone\rf_drone_outside.csv,43.0,1.0,segments\seg_00053\rf\rf_drone_outside.csv
seg_00054,rf,drone,train,data/rf\drone\rf_drone_outside.csv,44.0,1.0,segments\seg_00054\rf\rf_drone_outside.csv
seg_00055,rf,drone,train,data/rf\drone\rf_drone_outside.csv,45.0,1.0,segments\seg_00055\rf\rf_drone_outside.csv
seg_00056_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,45.0,1.0,segments\seg_00056_noise\rf\rf_drone_outside_noise.csv
seg_00057,rf,drone,train,data/rf\drone\rf_drone_outside.csv,46.0,1.0,segments\seg_00057\rf\rf_drone_outside.csv
seg_00058,rf,drone,train,data/rf\drone\rf_drone_outside.csv,47.0,1.0,segments\seg_00058\rf\rf_drone_outside.csv
seg_00059,rf,drone,train,data/rf\drone\rf_drone_outside.csv,48.0,1.0,segments\seg_00059\rf\rf_drone_outside.csv
seg_00060,rf,drone,train,data/rf\drone\rf_drone_outside.csv,49.0,1.0,segments\seg_00060\rf\rf_drone_outside.csv
seg_00061,rf,drone,train,data/rf\drone\rf_drone_outside.csv,50.0,1.0,segments\seg_00061\rf\rf_drone_outside.csv
seg_00062_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,50.0,1.0,segments\seg_00062_noise\rf\rf_drone_outside_noise.csv
seg_00063,rf,drone,train,data/rf\drone\rf_drone_outside.csv,51.0,1.0,segments\seg_00063\rf\rf_drone_outside.csv
seg_00064,rf,drone,train,data/rf\drone\rf_drone_outside.csv,52.0,1.0,segments\seg_00064\rf\rf_drone_outside.csv
seg_00065,rf,drone,train,data/rf\drone\rf_drone_outside.csv,53.0,1.0,segments\seg_00065\rf\rf_drone_outside.csv
seg_00066,rf,drone,train,data/rf\drone\rf_drone_outside.csv,54.0,1.0,segments\seg_00066\rf\rf_drone_outside.csv
seg_00067,rf,drone,train,data/rf\drone\rf_drone_outside.csv,55.0,1.0,segments\seg_00067\rf\rf_drone_outside.csv
seg_00068_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,55.0,1.0,segments\seg_00068_noise\rf\rf_drone_outside_noise.csv
seg_00069,rf,drone,train,data/rf\drone\rf_drone_outside.csv,56.0,1.0,segments\seg_00069\rf\rf_drone_outside.csv
seg_00070,rf,drone,train,data/rf\drone\rf_drone_outside.csv,57.0,1.0,segments\seg_00070\rf\rf_drone_outside.csv
seg_00071,rf,drone,train,data/rf\drone\rf_drone_outside.csv,58.0,1.0,segments\seg_00071\rf\rf_drone_outside.csv
seg_00072,rf,drone,train,data/rf\drone\rf_drone_outside.csv,59.0,1.0,segments\seg_00072\rf\rf_drone_outside.csv
seg_00073,rf,drone,train,data/rf\drone\rf_drone_outside.csv,60.0,1.0,segments\seg_00073\rf\rf_drone_outside.csv
seg_00074_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,60.0,1.0,segments\seg_00074_noise\rf\rf_drone_outside_noise.csv
seg_00075,rf,drone,train,data/rf\drone\rf_drone_outside.csv,61.0,1.0,segments\seg_00075\rf\rf_drone_outside.csv
seg_00076,rf,drone,train,data/rf\drone\rf_drone_outside.csv,62.0,1.0,segments\seg_00076\rf\rf_drone_outside.csv
seg_00077,rf,drone,train,data/rf\drone\rf_drone_outside.csv,63.0,1.0,segments\seg_00077\rf\rf_drone_outside.csv
seg_00078,rf,drone,train,data/rf\drone\rf_drone_outside.csv,64.0,1.0,segments\seg_00078\rf\rf_drone_outside.csv
seg_00079,rf,drone,train,data/rf\drone\rf_drone_outside.csv,65.0,1.0,segments\seg_00079\rf\rf_drone_outside.csv
seg_00080_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,65.0,1.0,segments\seg_00080_noise\rf\rf_drone_outside_noise.csv
seg_00081,rf,drone,train,data/rf\drone\rf_drone_outside.csv,66.0,1.0,segments\seg_00081\rf\rf_drone_outside.csv
seg_00082,rf,drone,train,data/rf\drone\rf_drone_outside.csv,67.0,1.0,segments\seg_00082\rf\rf_drone_outside.csv
seg_00083,rf,drone,train,data/rf\drone\rf_drone_outside.csv,68.0,1.0,segments\seg_00083\rf\rf_drone_outside.csv
seg_00084,rf,drone,train,data/rf\drone\rf_drone_outside.csv,69.0,1.0,segments\seg_00084\rf\rf_drone_outside.csv
seg_00085,rf,drone,train,data/rf\drone\rf_drone_outside.csv,70.0,1.0,segments\seg_00085\rf\rf_drone_outside.csv
seg_00086_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,70.0,1.0,segments\seg_00086_noise\rf\rf_drone_outside_noise.csv
seg_00087,rf,drone,train,data/rf\drone\rf_drone_outside.csv,71.0,1.0,segments\seg_00087\rf\rf_drone_outside.csv
seg_00088,rf,drone,train,data/rf\drone\rf_drone_outside.csv,72.0,1.0,segments\seg_00088\rf\rf_drone_outside.csv
seg_00089,rf,drone,train,data/rf\drone\rf_drone_outside.csv,73.0,1.0,segments\seg_00089\rf\rf_drone_outside.csv
seg_00090,rf,drone,train,data/rf\drone\rf_drone_outside.csv,74.0,1.0,segments\seg_00090\rf\rf_drone_outside.csv
seg_00091,rf,drone,train,data/rf\drone\rf_drone_outside.csv,75.0,1.0,segments\seg_00091\rf\rf_drone_outside.csv
seg_00092_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,75.0,1.0,segments\seg_00092_noise\rf\rf_drone_outside_noise.csv
seg_00093,rf,drone,train,data/rf\drone\rf_drone_outside.csv,76.0,1.0,segments\seg_00093\rf\rf_drone_outside.csv
seg_00094,rf,drone,train,data/rf\drone\rf_drone_outside.csv,77.0,1.0,segments\seg_00094\rf\rf_drone_outside.csv
seg_00095,rf,drone,train,data/rf\drone\rf_drone_outside.csv,78.0,1.0,segments\seg_00095\rf\rf_drone_outside.csv
seg_00096,rf,drone,train,data/rf\drone\rf_drone_outside.csv,79.0,1.0,segments\seg_00096\rf\rf_drone_outside.csv
seg_00097,rf,drone,train,data/rf\drone\rf_drone_outside.csv,80.0,1.0,segments\seg_00097\rf\rf_drone_outside.csv
seg_00098_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,80.0,1.0,segments\seg_00098_noise\rf\rf_drone_outside_noise.csv
seg_00099,rf,drone,train,data/rf\drone\rf_drone_outside.csv,81.0,1.0,segments\seg_00099\rf\rf_drone_outside.csv
seg_00100,rf,drone,train,data/rf\drone\rf_drone_outside.csv,82.0,1.0,segments\seg_00100\rf\rf_drone_outside.csv
seg_00101,rf,drone,train,data/rf\drone\rf_drone_outside.csv,83.0,1.0,segments\seg_00101\rf\rf_drone_outside.csv
seg_00102,rf,drone,train,data/rf\drone\rf_drone_outside.csv,84.0,1.0,segments\seg_00102\rf\rf_drone_outside.csv
seg_00103,rf,drone,train,data/rf\drone\rf_drone_outside.csv,85.0,1.0,segments\seg_00103\rf\rf_drone_outside.csv
seg_00104_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,85.0,1.0,segments\seg_00104_noise\rf\rf_drone_outside_noise.csv
seg_00105,rf,drone,train,data/rf\drone\rf_drone_outside.csv,86.0,1.0,segments\seg_00105\rf\rf_drone_outside.csv
seg_00106,rf,drone,train,data/rf\drone\rf_drone_outside.csv,87.0,1.0,segments\seg_00106\rf\rf_drone_outside.csv
seg_00107,rf,drone,train,data/rf\drone\rf_drone_outside.csv,88.0,1.0,segments\seg_00107\rf\rf_drone_outside.csv
seg_00108,rf,drone,train,data/rf\drone\rf_drone_outside.csv,89.0,1.0,segments\seg_00108\rf\rf_drone_outside.csv
seg_00109,rf,drone,train,data/rf\drone\rf_drone_outside.csv,90.0,1.0,segments\seg_00109\rf\rf_drone_outside.csv
seg_00110_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,90.0,1.0,segments\seg_00110_noise\rf\rf_drone_outside_noise.csv
seg_00111,rf,drone,train,data/rf\drone\rf_drone_outside.csv,91.0,1.0,segments\seg_00111\rf\rf_drone_outside.csv
seg_00112,rf,drone,train,data/rf\drone\rf_drone_outside.csv,92.0,1.0,segments\seg_00112\rf\rf_drone_outside.csv
seg_00113,rf,drone,train,data/rf\drone\rf_drone_outside.csv,93.0,1.0,segments\seg_00113\rf\rf_drone_outside.csv
seg_00114,rf,drone,train,data/rf\drone\rf_drone_outside.csv,94.0,1.0,segments\seg_00114\rf\rf_drone_outside.csv
seg_00115,rf,drone,train,data/rf\drone\rf_drone_outside.csv,95.0,1.0,segments\seg_00115\rf\rf_drone_outside.csv
seg_00116_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,95.0,1.0,segments\seg_00116_noise\rf\rf_drone_outside_noise.csv
seg_00117,rf,drone,train,data/rf\drone\rf_drone_outside.csv,96.0,1.0,segments\seg_00117\rf\rf_drone_outside.csv
seg_00118,rf,drone,train,data/rf\drone\rf_drone_outside.csv,97.0,1.0,segments\seg_00118\rf\rf_drone_outside.csv
seg_00119,rf,drone,train,data/rf\drone\rf_drone_outside.csv,98.0,1.0,segments\seg_00119\rf\rf_drone_outside.csv
seg_00120,rf,drone,train,data/rf\drone\rf_drone_outside.csv,99.0,1.0,segments\seg_00120\rf\rf_drone_outside.csv
seg_00121,rf,drone,train,data/rf\drone\rf_drone_outside.csv,100.0,1.0,segments\seg_00121\rf\rf_drone_outside.csv
seg_00122_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,100.0,1.0,segments\seg_00122_noise\rf\rf_drone_outside_noise.csv
seg_00123,rf,drone,train,data/rf\drone\rf_drone_outside.csv,101.0,1.0,segments\seg_00123\rf\rf_drone_outside.csv
seg_00124,rf,drone,train,data/rf\drone\rf_drone_outside.csv,102.0,1.0,segments\seg_00124\rf\rf_drone_outside.csv
seg_00125,rf,drone,train,data/rf\drone\rf_drone_outside.csv,103.0,1.0,segments\seg_00125\rf\rf_drone_outside.csv
seg_00126,rf,drone,train,data/rf\drone\rf_drone_outside.csv,104.0,1.0,segments\seg_00126\rf\rf_drone_outside.csv
seg_00127,rf,drone,train,data/rf\drone\rf_drone_outside.csv,105.0,1.0,segments\seg_00127\rf\rf_drone_outside.csv
seg_00128_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,105.0,1.0,segments\seg_00128_noise\rf\rf_drone_outside_noise.csv
seg_00129,rf,drone,train,data/rf\drone\rf_drone_outside.csv,106.0,1.0,segments\seg_00129\rf\rf_drone_outside.csv
seg_00130,rf,drone,train,data/rf\drone\rf_drone_outside.csv,107.0,1.0,segments\seg_00130\rf\rf_drone_outside.csv
seg_00131,rf,drone,train,data/rf\drone\rf_drone_outside.csv,108.0,1.0,segments\seg_00131\rf\rf_drone_outside.csv
seg_00132,rf,drone,train,data/rf\drone\rf_drone_outside.csv,109.0,1.0,segments\seg_00132\rf\rf_drone_outside.csv
seg_00133,rf,drone,train,data/rf\drone\rf_drone_outside.csv,110.0,1.0,segments\seg_00133\rf\rf_drone_outside.csv
seg_00134_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,110.0,1.0,segments\seg_00134_noise\rf\rf_drone_outside_noise.csv
seg_00135,rf,drone,train,data/rf\drone\rf_drone_outside.csv,111.0,1.0,segments\seg_00135\rf\rf_drone_outside.csv
seg_00136,rf,drone,train,data/rf\drone\rf_drone_outside.csv,112.0,1.0,segments\seg_00136\rf\rf_drone_outside.csv
seg_00137,rf,drone,train,data/rf\drone\rf_drone_outside.csv,113.0,1.0,segments\seg_00137\rf\rf_drone_outside.csv
seg_00138,rf,drone,train,data/rf\drone\rf_drone_outside.csv,114.0,1.0,segments\seg_00138\rf\rf_drone_outside.csv
seg_00139,rf,drone,train,data/rf\drone\rf_drone_outside.csv,115.0,1.0,segments\seg_00139\rf\rf_drone_outside.csv
seg_00140_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,115.0,1.0,segments\seg_00140_noise\rf\rf_drone_outside_noise.csv
seg_00141,rf,drone,train,data/rf\drone\rf_drone_outside.csv,116.0,1.0,segments\seg_00141\rf\rf_drone_outside.csv
seg_00142,rf,drone,train,data/rf\drone\rf_drone_outside.csv,117.0,1.0,segments\seg_00142\rf\rf_drone_outside.csv
seg_00143,rf,drone,train,data/rf\drone\rf_drone_outside.csv,118.0,1.0,segments\seg_00143\rf\rf_drone_outside.csv
seg_00144,rf,drone,train,data/rf\drone\rf_drone_outside.csv,119.0,1.0,segments\seg_00144\rf\rf_drone_outside.csv
seg_00145,rf,drone,train,data/rf\drone\rf_drone_outside.csv,120.0,1.0,segments\seg_00145\rf\rf_drone_outside.csv
seg_00146_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,120.0,1.0,segments\seg_00146_noise\rf\rf_drone_outside_noise.csv
seg_00147,rf,drone,train,data/rf\drone\rf_drone_outside.csv,121.0,1.0,segments\seg_00147\rf\rf_drone_outside.csv
seg_00148,rf,drone,train,data/rf\drone\rf_drone_outside.csv,122.0,1.0,segments\seg_00148\rf\rf_drone_outside.csv
seg_00149,rf,drone,train,data/rf\drone\rf_drone_outside.csv,123.0,1.0,segments\seg_00149\rf\rf_drone_outside.csv
seg_00150,rf,drone,train,data/rf\drone\rf_drone_outside.csv,124.0,1.0,segments\seg_00150\rf\rf_drone_outside.csv
seg_00151,rf,drone,train,data/rf\drone\rf_drone_outside.csv,125.0,1.0,segments\seg_00151\rf\rf_drone_outside.csv
seg_00152_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,125.0,1.0,segments\seg_00152_noise\rf\rf_drone_outside_noise.csv
seg_00153,rf,drone,train,data/rf\drone\rf_drone_outside.csv,126.0,1.0,segments\seg_00153\rf\rf_drone_outside.csv
seg_00154,rf,drone,train,data/rf\drone\rf_drone_outside.csv,127.0,1.0,segments\seg_00154\rf\rf_drone_outside.csv
seg_00155,rf,drone,train,data/rf\drone\rf_drone_outside.csv,128.0,1.0,segments\seg_00155\rf\rf_drone_outside.csv
seg_00156,rf,drone,train,data/rf\drone\rf_drone_outside.csv,129.0,1.0,segments\seg_00156\rf\rf_drone_outside.csv
seg_00157,rf,drone,train,data/rf\drone\rf_drone_outside.csv,130.0,1.0,segments\seg_00157\rf\rf_drone_outside.csv
seg_00158_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,130.0,1.0,segments\seg_00158_noise\rf\rf_drone_outside_noise.csv
seg_00159,rf,drone,train,data/rf\drone\rf_drone_outside.csv,131.0,1.0,segments\seg_00159\rf\rf_drone_outside.csv
seg_00160,rf,drone,train,data/rf\drone\rf_drone_outside.csv,132.0,1.0,segments\seg_00160\rf\rf_drone_outside.csv
seg_00161,rf,drone,train,data/rf\drone\rf_drone_outside.csv,133.0,1.0,segments\seg_00161\rf\rf_drone_outside.csv
seg_00162,rf,drone,train,data/rf\drone\rf_drone_outside.csv,134.0,1.0,segments\seg_00162\rf\rf_drone_outside.csv
seg_00163,rf,drone,train,data/rf\drone\rf_drone_outside.csv,135.0,1.0,segments\seg_00163\rf\rf_drone_outside.csv
seg_00164_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,135.0,1.0,segments\seg_00164_noise\rf\rf_drone_outside_noise.csv
seg_00165,rf,drone,train,data/rf\drone\rf_drone_outside.csv,136.0,1.0,segments\seg_00165\rf\rf_drone_outside.csv
seg_00166,rf,drone,train,data/rf\drone\rf_drone_outside.csv,137.0,1.0,segments\seg_00166\rf\rf_drone_outside.csv
seg_00167,rf,drone,train,data/rf\drone\rf_drone_outside.csv,138.0,1.0,segments\seg_00167\rf\rf_drone_outside.csv
seg_00168,rf,drone,train,data/rf\drone\rf_drone_outside.csv,139.0,1.0,segments\seg_00168\rf\rf_drone_outside.csv
seg_00169,rf,drone,train,data/rf\drone\rf_drone_outside.csv,140.0,1.0,segments\seg_00169\rf\rf_drone_outside.csv
seg_00170_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,140.0,1.0,segments\seg_00170_noise\rf\rf_drone_outside_noise.csv
seg_00171,rf,drone,train,data/rf\drone\rf_drone_outside.csv,141.0,1.0,segments\seg_00171\rf\rf_drone_outside.csv
seg_00172,rf,drone,train,data/rf\drone\rf_drone_outside.csv,142.0,1.0,segments\seg_00172\rf\rf_drone_outside.csv
seg_00173,rf,drone,train,data/rf\drone\rf_drone_outside.csv,143.0,1.0,segments\seg_00173\rf\rf_drone_outside.csv
seg_00174,rf,drone,train,data/rf\drone\rf_drone_outside.csv,144.0,1.0,segments\seg_00174\rf\rf_drone_outside.csv
seg_00175,rf,drone,train,data/rf\drone\rf_drone_outside.csv,145.0,1.0,segments\seg_00175\rf\rf_drone_outside.csv
seg_00176_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,145.0,1.0,segments\seg_00176_noise\rf\rf_drone_outside_noise.csv
seg_00177,rf,drone,train,data/rf\drone\rf_drone_outside.csv,146.0,1.0,segments\seg_00177\rf\rf_drone_outside.csv
seg_00178,rf,drone,train,data/rf\drone\rf_drone_outside.csv,147.0,1.0,segments\seg_00178\rf\rf_drone_outside.csv
seg_00179,rf,drone,train,data/rf\drone\rf_drone_outside.csv,148.0,1.0,segments\seg_00179\rf\rf_drone_outside.csv
seg_00180,rf,drone,train,data/rf\drone\rf_drone_outside.csv,149.0,1.0,segments\seg_00180\rf\rf_drone_outside.csv
seg_00181,rf,drone,train,data/rf\drone\rf_drone_outside.csv,150.0,1.0,segments\seg_00181\rf\rf_drone_outside.csv
seg_00182_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,150.0,1.0,segments\seg_00182_noise\rf\rf_drone_outside_noise.csv
seg_00183,rf,drone,train,data/rf\drone\rf_drone_outside.csv,151.0,1.0,segments\seg_00183\rf\rf_drone_outside.csv
seg_00184,rf,drone,train,data/rf\drone\rf_drone_outside.csv,152.0,1.0,segments\seg_00184\rf\rf_drone_outside.csv
seg_00185,rf,drone,train,data/rf\drone\rf_drone_outside.csv,153.0,1.0,segments\seg_00185\rf\rf_drone_outside.csv
seg_00186,rf,drone,train,data/rf\drone\rf_drone_outside.csv,154.0,1.0,segments\seg_00186\rf\rf_drone_outside.csv
seg_00187,rf,drone,train,data/rf\drone\rf_drone_outside.csv,155.0,1.0,segments\seg_00187\rf\rf_drone_outside.csv
seg_00188_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,155.0,1.0,segments\seg_00188_noise\rf\rf_drone_outside_noise.csv
seg_00189,rf,drone,train,data/rf\drone\rf_drone_outside.csv,156.0,1.0,segments\seg_00189\rf\rf_drone_outside.csv
seg_00190,rf,drone,train,data/rf\drone\rf_drone_outside.csv,157.0,1.0,segments\seg_00190\rf\rf_drone_outside.csv
seg_00191,rf,drone,train,data/rf\drone\rf_drone_outside.csv,158.0,1.0,segments\seg_00191\rf\rf_drone_outside.csv
seg_00192,rf,drone,train,data/rf\drone\rf_drone_outside.csv,159.0,1.0,segments\seg_00192\rf\rf_drone_outside.csv
seg_00193,rf,drone,train,data/rf\drone\rf_drone_outside.csv,160.0,1.0,segments\seg_00193\rf\rf_drone_outside.csv
seg_00194_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,160.0,1.0,segments\seg_00194_noise\rf\rf_drone_outside_noise.csv
seg_00195,rf,drone,train,data/rf\drone\rf_drone_outside.csv,161.0,1.0,segments\seg_00195\rf\rf_drone_outside.csv
seg_00196,rf,drone,train,data/rf\drone\rf_drone_outside.csv,162.0,1.0,segments\seg_00196\rf\rf_drone_outside.csv
seg_00197,rf,drone,train,data/rf\drone\rf_drone_outside.csv,163.0,1.0,segments\seg_00197\rf\rf_drone_outside.csv
seg_00198,rf,drone,train,data/rf\drone\rf_drone_outside.csv,164.0,1.0,segments\seg_00198\rf\rf_drone_outside.csv
seg_00199,rf,drone,train,data/rf\drone\rf_drone_outside.csv,165.0,1.0,segments\seg_00199\rf\rf_drone_outside.csv
seg_00200_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,165.0,1.0,segments\seg_00200_noise\rf\rf_drone_outside_noise.csv
seg_00201,rf,drone,train,data/rf\drone\rf_drone_outside.csv,166.0,1.0,segments\seg_00201\rf\rf_drone_outside.csv
seg_00202,rf,drone,train,data/rf\drone\rf_drone_outside.csv,167.0,1.0,segments\seg_00202\rf\rf_drone_outside.csv
seg_00203,rf,drone,train,data/rf\drone\rf_drone_outside.csv,168.0,1.0,segments\seg_00203\rf\rf_drone_outside.csv
seg_00204,rf,drone,train,data/rf\drone\rf_drone_outside.csv,169.0,1.0,segments\seg_00204\rf\rf_drone_outside.csv
seg_00205,rf,drone,train,data/rf\drone\rf_drone_outside.csv,170.0,1.0,segments\seg_00205\rf\rf_drone_outside.csv
seg_00206_noise,rf,drone,train,data/rf\drone\rf_drone_outside.csv,170.0,1.0,segments\seg_00206_noise\rf\rf_drone_outside_noise.csv
