segment_id,modalitet,label,subset,orig_file,start_sec,duration,out_path
seg_00040,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,27.0,1.0,segments\seg_00040\audio\Audio_test_bymarka_2.wav
seg_00041,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,28.0,1.0,segments\seg_00041\audio\Audio_test_bymarka_2.wav
seg_00042,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,29.0,1.0,segments\seg_00042\audio\Audio_test_bymarka_2.wav
seg_00043,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,30.0,1.0,segments\seg_00043\audio\Audio_test_bymarka_2.wav
seg_00044_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,30.0,1.0,segments\seg_00044_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00045_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,30.0,1.0,segments\seg_00045_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00046,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,31.0,1.0,segments\seg_00046\audio\Audio_test_bymarka_2.wav
seg_00047,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,32.0,1.0,segments\seg_00047\audio\Audio_test_bymarka_2.wav
seg_00048,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,33.0,1.0,segments\seg_00048\audio\Audio_test_bymarka_2.wav
seg_00049,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,34.0,1.0,segments\seg_00049\audio\Audio_test_bymarka_2.wav
seg_00050,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,35.0,1.0,segments\seg_00050\audio\Audio_test_bymarka_2.wav
seg_00051_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,35.0,1.0,segments\seg_00051_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00052_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,35.0,1.0,segments\seg_00052_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00053,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,36.0,1.0,segments\seg_00053\audio\Audio_test_bymarka_2.wav
seg_00054,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,37.0,1.0,segments\seg_00054\audio\Audio_test_bymarka_2.wav
seg_00055,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,38.0,1.0,segments\seg_00055\audio\Audio_test_bymarka_2.wav
seg_00056,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,39.0,1.0,segments\seg_00056\audio\Audio_test_bymarka_2.wav
seg_00057,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,40.0,1.0,segments\seg_00057\audio\Audio_test_bymarka_2.wav
seg_00058_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,40.0,1.0,segments\seg_00058_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00059_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,40.0,1.0,segments\seg_00059_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00060,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,41.0,1.0,segments\seg_00060\audio\Audio_test_bymarka_2.wav
seg_00061,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,42.0,1.0,segments\seg_00061\audio\Audio_test_bymarka_2.wav
seg_00062,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,43.0,1.0,segments\seg_00062\audio\Audio_test_bymarka_2.wav
seg_00063,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,44.0,1.0,segments\seg_00063\audio\Audio_test_bymarka_2.wav
seg_00064,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,45.0,1.0,segments\seg_00064\audio\Audio_test_bymarka_2.wav
seg_00065_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,45.0,1.0,segments\seg_00065_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00066_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,45.0,1.0,segments\seg_00066_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00067,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,46.0,1.0,segments\seg_00067\audio\Audio_test_bymarka_2.wav
seg_00068,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,47.0,1.0,segments\seg_00068\audio\Audio_test_bymarka_2.wav
seg_00069,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,48.0,1.0,segments\seg_00069\audio\Audio_test_bymarka_2.wav
seg_00070,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,49.0,1.0,segments\seg_00070\audio\Audio_test_bymarka_2.wav
seg_00071,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,50.0,1.0,segments\seg_00071\audio\Audio_test_bymarka_2.wav
seg_00072_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,50.0,1.0,segments\seg_00072_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00073_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,50.0,1.0,segments\seg_00073_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00074,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,51.0,1.0,segments\seg_00074\audio\Audio_test_bymarka_2.wav
seg_00075,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,52.0,1.0,segments\seg_00075\audio\Audio_test_bymarka_2.wav
seg_00076,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,53.0,1.0,segments\seg_00076\audio\Audio_test_bymarka_2.wav
seg_00077,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,54.0,1.0,segments\seg_00077\audio\Audio_test_bymarka_2.wav
seg_00078,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,55.0,1.0,segments\seg_00078\audio\Audio_test_bymarka_2.wav
seg_00079_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,55.0,1.0,segments\seg_00079_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00080_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,55.0,1.0,segments\seg_00080_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00081,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,56.0,1.0,segments\seg_00081\audio\Audio_test_bymarka_2.wav
seg_00082,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,57.0,1.0,segments\seg_00082\audio\Audio_test_bymarka_2.wav
seg_00083,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,58.0,1.0,segments\seg_00083\audio\Audio_test_bymarka_2.wav
seg_00084,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,59.0,1.0,segments\seg_00084\audio\Audio_test_bymarka_2.wav
seg_00085,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,60.0,1.0,segments\seg_00085\audio\Audio_test_bymarka_2.wav
seg_00086_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,60.0,1.0,segments\seg_00086_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00087_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,60.0,1.0,segments\seg_00087_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00088,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,61.0,1.0,segments\seg_00088\audio\Audio_test_bymarka_2.wav
seg_00089,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,62.0,1.0,segments\seg_00089\audio\Audio_test_bymarka_2.wav
seg_00090,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,63.0,1.0,segments\seg_00090\audio\Audio_test_bymarka_2.wav
seg_00091,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,64.0,1.0,segments\seg_00091\audio\Audio_test_bymarka_2.wav
seg_00092,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,65.0,1.0,segments\seg_00092\audio\Audio_test_bymarka_2.wav
seg_00093_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,65.0,1.0,segments\seg_00093_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00094_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,65.0,1.0,segments\seg_00094_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00095,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,66.0,1.0,segments\seg_00095\audio\Audio_test_bymarka_2.wav
seg_00096,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,67.0,1.0,segments\seg_00096\audio\Audio_test_bymarka_2.wav
seg_00097,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,68.0,1.0,segments\seg_00097\audio\Audio_test_bymarka_2.wav
seg_00098,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,69.0,1.0,segments\seg_00098\audio\Audio_test_bymarka_2.wav
seg_00099,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,70.0,1.0,segments\seg_00099\audio\Audio_test_bymarka_2.wav
seg_00100_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,70.0,1.0,segments\seg_00100_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00101_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,70.0,1.0,segments\seg_00101_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00102,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,71.0,1.0,segments\seg_00102\audio\Audio_test_bymarka_2.wav
seg_00103,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,72.0,1.0,segments\seg_00103\audio\Audio_test_bymarka_2.wav
seg_00104,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,73.0,1.0,segments\seg_00104\audio\Audio_test_bymarka_2.wav
seg_00105,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,74.0,1.0,segments\seg_00105\audio\Audio_test_bymarka_2.wav
seg_00106,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,75.0,1.0,segments\seg_00106\audio\Audio_test_bymarka_2.wav
seg_00107_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,75.0,1.0,segments\seg_00107_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00108_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,75.0,1.0,segments\seg_00108_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00109,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,76.0,1.0,segments\seg_00109\audio\Audio_test_bymarka_2.wav
seg_00110,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,77.0,1.0,segments\seg_00110\audio\Audio_test_bymarka_2.wav
seg_00111,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,78.0,1.0,segments\seg_00111\audio\Audio_test_bymarka_2.wav
seg_00112,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,79.0,1.0,segments\seg_00112\audio\Audio_test_bymarka_2.wav
seg_00113,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,80.0,1.0,segments\seg_00113\audio\Audio_test_bymarka_2.wav
seg_00114_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,80.0,1.0,segments\seg_00114_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00115_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,80.0,1.0,segments\seg_00115_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00116,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,81.0,1.0,segments\seg_00116\audio\Audio_test_bymarka_2.wav
seg_00117,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,82.0,1.0,segments\seg_00117\audio\Audio_test_bymarka_2.wav
seg_00118,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,83.0,1.0,segments\seg_00118\audio\Audio_test_bymarka_2.wav
seg_00119,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,84.0,1.0,segments\seg_00119\audio\Audio_test_bymarka_2.wav
seg_00120,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,85.0,1.0,segments\seg_00120\audio\Audio_test_bymarka_2.wav
seg_00121_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,85.0,1.0,segments\seg_00121_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00122_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,85.0,1.0,segments\seg_00122_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00123,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,86.0,1.0,segments\seg_00123\audio\Audio_test_bymarka_2.wav
seg_00124,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,87.0,1.0,segments\seg_00124\audio\Audio_test_bymarka_2.wav
seg_00125,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,88.0,1.0,segments\seg_00125\audio\Audio_test_bymarka_2.wav
seg_00126,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,89.0,1.0,segments\seg_00126\audio\Audio_test_bymarka_2.wav
seg_00127,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,90.0,1.0,segments\seg_00127\audio\Audio_test_bymarka_2.wav
seg_00128_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,90.0,1.0,segments\seg_00128_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00129_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,90.0,1.0,segments\seg_00129_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00130,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,91.0,1.0,segments\seg_00130\audio\Audio_test_bymarka_2.wav
seg_00131,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,92.0,1.0,segments\seg_00131\audio\Audio_test_bymarka_2.wav
seg_00132,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,93.0,1.0,segments\seg_00132\audio\Audio_test_bymarka_2.wav
seg_00133,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,94.0,1.0,segments\seg_00133\audio\Audio_test_bymarka_2.wav
seg_00134,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,95.0,1.0,segments\seg_00134\audio\Audio_test_bymarka_2.wav
seg_00135_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,95.0,1.0,segments\seg_00135_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00136_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,95.0,1.0,segments\seg_00136_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00137,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,96.0,1.0,segments\seg_00137\audio\Audio_test_bymarka_2.wav
seg_00138,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,97.0,1.0,segments\seg_00138\audio\Audio_test_bymarka_2.wav
seg_00139,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,98.0,1.0,segments\seg_00139\audio\Audio_test_bymarka_2.wav
seg_00140,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,99.0,1.0,segments\seg_00140\audio\Audio_test_bymarka_2.wav
seg_00141,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,100.0,1.0,segments\seg_00141\audio\Audio_test_bymarka_2.wav
seg_00142_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,100.0,1.0,segments\seg_00142_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00143_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,100.0,1.0,segments\seg_00143_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00144,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,101.0,1.0,segments\seg_00144\audio\Audio_test_bymarka_2.wav
seg_00145,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,102.0,1.0,segments\seg_00145\audio\Audio_test_bymarka_2.wav
seg_00146,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,103.0,1.0,segments\seg_00146\audio\Audio_test_bymarka_2.wav
seg_00147,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,104.0,1.0,segments\seg_00147\audio\Audio_test_bymarka_2.wav
seg_00148,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,105.0,1.0,segments\seg_00148\audio\Audio_test_bymarka_2.wav
seg_00149_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,105.0,1.0,segments\seg_00149_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00150_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,105.0,1.0,segments\seg_00150_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00151,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,106.0,1.0,segments\seg_00151\audio\Audio_test_bymarka_2.wav
seg_00152,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,107.0,1.0,segments\seg_00152\audio\Audio_test_bymarka_2.wav
seg_00153,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,108.0,1.0,segments\seg_00153\audio\Audio_test_bymarka_2.wav
seg_00154,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,109.0,1.0,segments\seg_00154\audio\Audio_test_bymarka_2.wav
seg_00155,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,110.0,1.0,segments\seg_00155\audio\Audio_test_bymarka_2.wav
seg_00156_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,110.0,1.0,segments\seg_00156_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00157_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,110.0,1.0,segments\seg_00157_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00158,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,111.0,1.0,segments\seg_00158\audio\Audio_test_bymarka_2.wav
seg_00159,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,112.0,1.0,segments\seg_00159\audio\Audio_test_bymarka_2.wav
seg_00160,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,113.0,1.0,segments\seg_00160\audio\Audio_test_bymarka_2.wav
seg_00161,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,114.0,1.0,segments\seg_00161\audio\Audio_test_bymarka_2.wav
seg_00162,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,115.0,1.0,segments\seg_00162\audio\Audio_test_bymarka_2.wav
seg_00163_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,115.0,1.0,segments\seg_00163_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00164_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,115.0,1.0,segments\seg_00164_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00165,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,116.0,1.0,segments\seg_00165\audio\Audio_test_bymarka_2.wav
seg_00166,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,117.0,1.0,segments\seg_00166\audio\Audio_test_bymarka_2.wav
seg_00167,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,118.0,1.0,segments\seg_00167\audio\Audio_test_bymarka_2.wav
seg_00168,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,119.0,1.0,segments\seg_00168\audio\Audio_test_bymarka_2.wav
seg_00169,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,120.0,1.0,segments\seg_00169\audio\Audio_test_bymarka_2.wav
seg_00170_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,120.0,1.0,segments\seg_00170_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00171_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,120.0,1.0,segments\seg_00171_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00172,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,121.0,1.0,segments\seg_00172\audio\Audio_test_bymarka_2.wav
seg_00173,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,122.0,1.0,segments\seg_00173\audio\Audio_test_bymarka_2.wav
seg_00174,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,123.0,1.0,segments\seg_00174\audio\Audio_test_bymarka_2.wav
seg_00175,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,124.0,1.0,segments\seg_00175\audio\Audio_test_bymarka_2.wav
seg_00176,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,125.0,1.0,segments\seg_00176\audio\Audio_test_bymarka_2.wav
seg_00177_noise,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,125.0,1.0,segments\seg_00177_noise\audio\Audio_test_bymarka_2_noise.wav
seg_00178_pitch,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,125.0,1.0,segments\seg_00178_pitch\audio\Audio_test_bymarka_2_pitch.wav
seg_00179,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,126.0,1.0,segments\seg_00179\audio\Audio_test_bymarka_2.wav
seg_00180,audio,drone,train,data/audio\drone\Audio_test_bymarka_2.wav,127.0,1.0,segments\seg_00180\audio\Audio_test_bymarka_2.wav
